"product_name","article","price"
"Panasonic Telefono a Filo KX-TS520EX1 Bianco","KXTS520EX1W","13.90 €"
"Panasonic TX49EX603E 4K Ultra HD  Smart TV","TX49EX603E","799.00 €"
"TP-LINK RANGE EXTENTER WIRELESS DUAL BAND 802.11AC AC1200","RE305","44.90 €"
"Asus F541UJ-DM259T 2.7GHz i7-7500U 15.6"" 1920 x 1080Pixel Argento","F541UJDM259T","799.00 €"
"Trust Dixxo Bluetooth Wireless Speaker - grey","20419","79.90 €"
"Asus ZenPad Z170CG-1A055A 16GB 3G Nero","Z170CG1A055A","124.90 €"
"NETGEAR D6220 Dual-band (2.4 GHz / 5 GHz) Gigabit Ethernet Nero","D6220100ITS","129.90 €"
"Gigaset Telefono a Filo DA310","DA310WHITE","17.90 €"
"Garmin vívoactive HR 47.6g Nero","0100160500","189.00 €"
"NETGEAR R6220 Dual-band (2.4 GHz / 5 GHz) Gigabit Ethernet Nero","R6220100PES","119.90 €"
"Trust Deci Bluetooth Wireless Speaker - blue","20098","49.90 €"
"Philips 55PU6000  55"" 4K Ultra HD  Smart TV  Wi Fi Nero","55PUT6101","599.00 €"
"MEDIACOM SmartPad MSP7I2A 8GB 3G Grigio","MSP7I2A","79.90 €"
"HP All-in-One - 24-g023nl","24G023NL","649.00 €"
"Samsung GEAR S2 Nero","SMR7200ZKA","199.00 €"
"JBL Flip3","FLIP3BLK","89.90 €"
"TP-LINK AC 1350 Dual-band (2.4 GHz / 5 GHz) Fast Ethernet Bianco","ARCHERC60","49.90 €"
"MEDIACOM SmartPad i2 10 16GB 3G Oro","MSP10I2HA","129.90 €"
"LG 43UJ701V 43"" 4K Ultra HD  Smart TV","43UJ701V","699.00 €"
"D-Link N300 ADSL2+ Banda singola (2.4 GHz) Fast Ethernet Bianco","DSL2745","29.90 €"
"HP 15 Notebook - -ay501nl","15AY501NL","399.00 €"
"Apple APPLE WATCH S2 42MM SILVER CASE WHITE SPORT BAND","MNPJ2QLA","469.00 €"
"LG 55SJ850V 55""  4K Ultra HD Smart TV","55SJ850V","1.499.00 €"
"Samsung LS24D330HSX 24"" Monitor  Full HD TN Nero","LS24D330HSX","129.99 €"
"TP-LINK Archer MR200 Dual-band (2.4 GHz / 5 GHz) Fast Ethernet Nero 3G 4G","ARCHERMR200","149.90 €"
"Asus ZenPad Z380KL-1A043A 8"" 16GB 3G 4G Nero","Z380KL1A043A","199.00 €"
"JBL Go","JBLGORED","24.90 €"
"D-Link DSL-3682 Dual-band (2.4 GHz / 5 GHz) Fast Ethernet Nero","DSL3682","69.99 €"
"Acer Swift F314-51-36PG 2.00GHz i3-6006U 14"" 1366 x 768Pixel Argento Netbook","SF3145136PG","599.00 €"
"Apple APPLEWATCH S2 38MM GREY CASE BLACK SPORT BAND","MP0D2QLA","439.00 €"
"Lenovo LI2264d 21.5"" Full HD IPS Opaco Nero monitor piatto per PC","LI2264D","129.00 €"
"NETGEAR WNDR3400 Fast Ethernet Nero","WNDR3400100PES","74.90 €"
"JBL Go","JBLGOBLUE","26.90 €"
"LG 60UJ634V 60"" 4K Ultra HD Smart Tv","60UJ634V","1.199.00 €"
"Huawei MediaPad T2 7.0 Pro 16GB 3G Oro Bianco","MEDIAPADT270PRO4GGOLDEN","250.00 €"
"D-Link DSL-3782 modem","DSL3782","89.99 €"
"Lenovo IdeaPad 700-15ISK 2.6GHz I7-6700HQ 15.6"" 1920 x 1080Pixel 4G Bianco","70015ISKPN80RU00TNIX","899.00 €"
"Lenovo L24q-10 23.8"" Quad HD IPS Opaco monitor piatto per PC","L24Q10","229.00 €"
"Huawei MediaPad T2 10.0 Pro 16GB 4G Bianco","MEDIAPADT2100PRO4GWHITE","249.00 €"
"JBL Go Mini Speaker V.Voce BT 4.1 Nero","JBLGOBLK","29.90 €"
"D-Link DIR-809 Dual-band (2.4 GHz / 5 GHz) Fast Ethernet Nero","DIR809","49.90 €"
"Apple APPLEWATCH S2 42MM GREY CASE BLACK SPORT BAND","MP062QLA","469.00 €"
"LG 55UJ634V 55""  4K Ultra HD Smart Tv","55UJ634V","899.00 €"
"Asus DSL-AC55U Dual-band (2.4 GHz / 5 GHz) Gigabit Ethernet Nero 3G 4G","DSLAC55U","119.00 €"
"Lenovo IdeaPad 110-17IKB 2.5GHz i5-7200U 17.3"" 1600 x 900Pixel Nero","11017IKBPN80VK003LIX","699.00 €"
"HP 24ES 23.8"" Full HD IPS Nero Argento","24ES","149.99 €"
"JBL Go","JBLGOGRAY","25.90 €"
"D-Link DWR-932 apparecchiatura di rete wireless 3G UNITS","DWR932","129.90 €"
"Samsung Galaxy Tab S2 8 32GB 3G 4G Nero","SMT719NZK","399.00 €"
"Apple Watch Series 1 Sport 42","MP032QLA","369.00 €"
"DIGICOM RVW300-K01 Banda singola (2.4 GHz) Fast Ethernet Nero","8E4593","59.90 €"
"Lenovo IdeaPad 500-15 2.3GHz i5-6200U 15.6"" 1920 x 1080Pixel Bianco","50015ISKPN80NT00YBIX","599.00 €"
"LG 49UJ701V  49""  4K Ultra HD Smart TV","49UJ701V","799.00 €"
"JBL Go","JBLGOORG","25.90 €"
"TP-LINK Router 300Mbps Wireless N","TLWR841N","24.90 €"
"Samsung C27F390FHU 27"" Full HD VA Nero","C27F390FHU","279.00 €"
"Samsung Galaxy Tab S2 8 32GB 3G 4G Oro","SMT719NZD","399.00 €"
"TP-LINK TD-W8960N ADSL2+ Wi-Fi Collegamento ethernet LAN Blu","TDW8960NIT","24.90 €"
"Asus ZenBook UX510UX-DM242T 2.7GHz i7-7500U 15.6"" 1920 x 1080Pixel Grigio","UX510UXDM242T","999.00 €"
"LG 43UJ750V 43""  4K Ultra HD Smart TV","43UJ750V","799.00 €"
"Garmin Orologio Polso  BT VIVOFIT 3  Regular Nero","0100160806","79.90 €"
"D-Link DWR-116/E router","DWR116","37.90 €"
"HP 22es 21.5"" Full HD IPS Nero Argento","22ES","129.99 €"
"Sony SRS-X11","SRSX11W","49.90 €"
"TP-LINK ROUTER 5GHZ 1300MBPS PORTE DSL/EWAN/USB 4G","ARCHERVR600","99.90 €"
"Samsung Galaxy Tab A 10.1 (2016) 16GB 3G 4G Bianco","SMT585NZW","259.00 €"
"Acer Aspire ES1-524-93KE 2.9GHz A9-9410 15.6"" 1366 x 768Pixel Bianco","ES152493KE","499.00 €"
"Garmin vivofit 3","0100160807","79.90 €"
"Panasonic TX40EX603E 4K Ultra HD Smart TV","TX40EX603E","649.00 €"
"D-Link DWR-730 apparecchiatura di rete wireless 3G UNITS","DWR730","59.90 €"
"Asus VS248HR 24"" Full HD monitor piatto per PC","VS248HR","177.00 €"
"Sony SRS-X11","SRSX11B","49.90 €"
"TP-LINK TD-W8968 ADSL2+ Wi-Fi Collegamento ethernet LAN Bianco","TDW8968IT","34.90 €"
"Samsung Galaxy Tab A SM-T580N 16GB Bianco","SMT580NZW","280.00 €"
"Lenovo IdeaPad 100-15IBD 2.6GHz i5-4288U 15.6"" 1366 x 768Pixel Nero","10015IBDPN80QQ01FSIX","539.00 €"
"Wiko WIMATE BRACC.  073"" ACTIVITY/TRACK/SONNO BLACK","WIMATEDARKGREY","99.00 €"
"Panasonic VIERA TX-58DX780E 58"" 4K Ultra HD Compatibilità 3D Smart TV Wi-Fi Grigio LED TV","TX58DX780E","1.209.00 €"
"Samsung S22F350FHU LED 22"" Full HD TN Nero","S22F350FHU","109.90 €"
"D-Link DIR-605L Wi-Fi Collegamento ethernet LAN router","DIR605L","32.90 €"
"FRESH 'N REBEL Rockbox 2","1RB200WH","49.90 €"
"Garmin vívosmart HR+ Regular Nero","0100195530","169.90 €"
"Samsung Galaxy Tab A SM-T280N 8GB","SMT280NZK","149.90 €"
"TP-LINK AC 1900 VDSL2 Wi-Fi Collegamento ethernet LAN Dual-band Bianco","VR900","139.90 €"
"Samsung UE55KU5410 55"" Ultra HD Smart TV Wi Fi CURVO","UE55KU6510","1.149.00 €"
"HP 15-ay032nl con processore Intel® Core™ i5-6200U","15AY032NL","519.00 €"
"Asus VS197DE 18.5"" Black","VS197DE","89.90 €"
"NETGEAR JWNR2010 Wi-Fi Collegamento ethernet LAN Nero","JWNR2010100PES","29.90 €"
"Philips altoparlante wireless portatile BT3500B","BT3500B","79.90 €"
"Samsung Gear S3  Frontier 13"" 4GB BT/NFC IP68","SMR760NDAAITV","429.00 €"
"Asus DSL-AC52U Dual-band (2.4 GHz / 5 GHz) Gigabit Ethernet Nero","DSLAC52U","76.90 €"
"Samsung Galaxy Tab A SM-T285N 8GB 3G 4G Nero","SMT285NZK","219.00 €"
"Asus VivoBook Max F541UJ-GQ615T 2.5GHz i5-7200U 15.6"" 1366 x 768Pixel Argento Computer portatile","F541UJGQ615T","699.00 €"
"Sony KD-49XD8305 49"" 4K Ultra HD Smat TV Wi Fi","KD49XD8305BAEP","999.00 €"
"Asus RT-N12E","RTN12E","34.99 €"
"Asus VS247NR 23.6"" Black Full HD monitor piatto per PC","VS247NR","139.90 €"
"Fitbit FLEX 2 BRACC.  ACTIVITY/TRACK/SONNO BLU MARINO","FB403NVEU","79.00 €"
"NETGEAR MODEM ROUTER AC1900 5GHZ RJ11 USB3.0 IPV6","D7000100PES","259.00 €"
"Huawei MediaPad T1 7.0 8GB 3G Nero Bianco","T1703G","99.90 €"
"Acer Aspire E5-575G-78CA 2.70GHz i7-7500U 15.6"" 1920 x 1080Pixel Nero Argento Computer portatile","E5575G78CA","899.00 €"
"Philips 55PUS7181 55"" 4K Ultra HD Ambilight Smart TV Wi Fi","55PUS7181","1.219.00 €"
"Acer K 242HQLBbid TN 23.6"" Nero Full HD","K242HQLBBID","151.00 €"
"Samsung Gear S3  Classic 13"" 4GB BT/NFC IP68","SMR770NZSAITV","429.00 €"
"TP-LINK MODEM ROUTER HOTSPOT 4G WIFI C/SLOT/M.SD NERO","M7350","99.90 €"
"Samsung Galaxy Tab E SM-T560 8GB White","SMT560NZW","169.00 €"
"Canon PIXMA TS5050 Ad inchiostro A4 Wi-Fi","TS5050","69.90 €"
"Acer Aspire VX5-591G-7502 2.8GHz i7-7700HQ 15.6"" 1920 x 1080Pixel Nero Rosso Computer portatile","VX5591G7502","1.299.00 €"
"LG 65UH950V 65"" 4K Super Ultra HD 3D Smart TV Wi Fi","65UH950V","2.789.00 €"
"Philips Pellicola di Stampa PFA331","PFA331","29.90 €"
"Samsung Monitor 24"" FHD 16:9 S24E510C","SMS24E510C","199.00 €"
"Fitbit CHARGE 2 BRACC. FITNESS Small Blu","FB407SBUSEU","159.00 €"
"SITECOM MODEM ROUTER DUAL BAND VDSL2","WLM4700","69.90 €"
"HP Officejet 3834","F5S02B","39.90 €"
"Samsung Galaxy Tab E SM-T561N 8GB 3G White","SMT561NZW","179.00 €"
"Lenovo IdeaPad 110-15ISK 2.3GHz i3-6100U 15.6"" 1366 x 768Pixel Nero Computer portatile","11015ISK","479.00 €"
"Samsung UE55KU6470 55"" Ultra HD Smart TV Wi-Fi","UE55KU6470","999.00 €"
"Panasonic Pellicola di Stampa  KX-FA54X","KXFA54X","25.90 €"
"Huawei Fit Smart Watch 104"" BT 5ATM Titanio Nero Large","FITTITANIUMGREYBLACKLARGE","149.00 €"
"Acer K2 K222HQL","K222HQLBD","109.90 €"
"D-Link DSL-3580L router","DSL3580L","89.90 €"
"HP OfficeJet Stampante All-in-One Pro 6960","J7K33A","99.00 €"
"Asus ZenPad Z170CG-1B030A 16GB 3G White","Z170CG1B030A","123.90 €"
"Acer Aspire ES1-523-87TU 2.2GHz A8-7410 15.6"" 1366 x 768Pixel Nero Computer portatile","ES152387TU","529.00 €"
"Panasonic Pellicola di Stampa  KXFA52X per  KXFP205KXFP215","KXFA52X","25.90 €"
"Samsung UE65KS7500 65"" Super UHD Smart TV Wi-Fi","UE65KS7500","2.349.00 €"
"Fitbit CHARGE 2 BRACC. FITNESS Large Prugna","FB407SPMLEU","159.00 €"
"TP-LINK Archer D2","ARCHERD2","69.90 €"
"Epson Expression Home XP-245 Colore 5760 x 1440DPI A4 Wi-Fi Nero stampante a getto d'inchiostro","C11CF32402","59.00 €"
"Asus F541UJ-GQ620T 2GHz 15.6"" 1366 x 768Pixel Argento","F541UJGQ620T","469.00 €"
"Symantec Norton Security Standard 3.0","21355483","39.99 €"
"Samsung UE65KU6100K 65"" 4K Ultra HD Smart TV Wi-Fi Nero Argento","UE65KU6100","1.394.00 €"
"Fitbit FLEX 2 BRACC.  ACTIVITY/TRACK/SONNO LAVANDA","FB403LVEU","99.90 €"
"NETGEAR AC1600 Wi-Fi Collegamento ethernet LAN Dual-band Nero","D6400100PES","144.90 €"
"HP DeskJet Stampante All-in-One 3636","K4U00B","59.90 €"
"Microsoft Office Home & Student 2016","79G04677","99.90 €"
"Lenovo YOG A500-14IBD PN80N4013FIX  14""I3 5005U 4GB HD500GB GT920M W10 BIANC","YOGA50014IBDPN80N4013FIX","549.00 €"
"Symantec Norton Security Deluxe 3.0","21355420","59.90 €"
"Huawei Y6PRO    5"" 16GB 2GB RAM LTE Nero","Y6PROIIBLACK","220.00 €"
"TELEFUNKEN TE49306G37T2R 49"" Ultra HD Web TV Wi Fi","TE49306G37T2R","464.00 €"
"DIGICOM RAW300C","8E4518","39.90 €"
"HP OfficeJet Stampante All-in-One 6950","P4C78A","99.90 €"
"Fitbit FLEX 2 BRACC.  ACTIVITY/TRACK/SONNO Nero","FB403BKEU","73.90 €"
"Microsoft Office 365 Personal","QQ200048","69.90 €"
"Lenovo F-NB. 13.3""I3 6100U RAM8GB SSD256GB SH W10","510S13ISKPN80SJ0098IX","599.00 €"
"Symantec Norton Security Premium 3.0","21355422","69.90 €"
"Samsung UE49KU6100 49"" 4K Ultra HD Smart TV Wi-Fi CURVO","UE49KU6100","699.00 €"
"Huawei Y6PRO    5"" 16GB 2GB RAM LTE Oro","Y6PROIIGOLD","220.00 €"
"SITECOM WLM-3600 N300 Wi-Fi Modem Router X3 incl. USB 2.0 Port","WLM3600","39.90 €"
"HP DeskJet Stampante multifunzione 3720","J9V94B","69.90 €"
"Fitbit CHARGE 2 BRACC. FITNESS Small Prugna","FB407SPMSEU","159.00 €"
"Lenovo IdeaPad 310-15ABR 2.5GHz A12-9700P 15.6"" 1920 x 1080Pixel Bianco","31015ABRPN80ST003VIX","599.00 €"
"Panasonic TX-49DX600E 49"" 4K Ultra HD Smart TV Wi Fi","TX49DX600E","589.00 €"
"Huawei Y6PRO    5"" 16GB 2GB RAM LTE Bianco","Y6PROIIWHITE","220.00 €"
"NETGEAR D6200 ADSL2+ Wi-Fi Collegamento ethernet LAN Dual-band Nero","D6200100PES","131.90 €"
"Canon PIXMA TS6050 Ad inchiostro A4 Wi-Fi Nero","TS6050","129.00 €"
"Fitbit CHARGE 2 BRACC. FITNESS Large Blu","FB407SBULEU","159.00 €"
"DJI MAVIC PRO Quadricottero con Telecamera FHD","MAVICPRO","1.199.00 €"
"Lenovo IdeaPad 510-15IKB 2.7GHz i7-7500U 15.6"" 1920 x 1080Pixel Metallico Bianco","51015IKBPN80SV00PMIX","999.00 €"
"Wiko Ufeel Prime 4G 32GB Oro","UFEELPRIMEGOLD","199.00 €"
"Apple USB SuperDrive","MD564ZMA","89.00 €"
"NETGEAR DGN2200 ADSL Wi-Fi Collegamento ethernet LAN Nero router","DGN2200100PES","54.90 €"
"Sony KD-55XD8005 55"" 4K Ultra HD Smat TV Wi Fi","KD55XD8005BAEP","1.208.00 €"
"Epson Expression Home XP-442 Ad inchiostro A4 Wi-Fi Nero","C11CF30403","99.99 €"
"Fitbit CHARGE 2 BRACC. FITNESS Large Nero","FB407SBKLEU","138.90 €"
"TEKK TekkDrone Hawkeye PLUS con doppia batteria","38394","149.00 €"
"Lenovo IdeaPad 110-15IBR 1.6GHz N3060 15.6"" 1366 x 768Pixel Nero","11015IBRPN80T7002CIX","349.00 €"
"Sony Xperia  XA F3111  5"" 16Gb 2Gb RAM LTE  Bianco","XPERIAXAWHITE","237.00 €"
"Asus SDRW-08D2S-U Lite","SDRW08D2SULITENERO","39.90 €"
"D-Link DSL-2750B router","DSL2750B","49.90 €"
"HP DeskJet 3720 AiO Getto termico d'inchiostro A4 Wi-Fi Blu Bianco","J9V86B","69.90 €"
"Sony KD-55XD9305 55"" 4K Ultra HD Smart TV Wi Fi","KD55XD9305BAEP","1.599.00 €"
"TomTom Spark Music   Smart Watch GPS  Large  Nero","1REM00301","98.90 €"
"DJI PHANTOM 4  Drone con telecamera portata fino 2km","PHANTOM4","1.399.00 €"
"Wiko Ufeel Prime 4G 32GB Argento","UFEELPRIMESILVER","199.00 €"
"Asus SDRW-08D2S-U Lite","SDRW08D2SU","34.90 €"
"DIGICOM RAW304G-T07","8E4570","36.90 €"
"HP OfficeJet Pro 8715 AiO Getto termico d'inchiostro A4 Wi-Fi Nero","J6X76A","179.00 €"
"HP Pavilion 15-bc009nl (ENERGY STAR)","15BC009NL","999.90 €"
"Panasonic TX-50DX700E 50"" 4K Ultra HD Smart TV  Wi Fi","TX50DX700E","837.00 €"
"Samsung Gear Fit2  15""  Blu","SMR3600ZB","179.00 €"
"DJI PHANTOM 3 STANDARD Drone con telecamera HD","PHANTOM3STANDARD","599.00 €"
"Huawei Nova 5"" 32GB  3GB LTE Dual Sim Grigio","NOVAGREY","379.00 €"
"HP OfficeJet 7612 Ad inchiostro A3 Wi-Fi Nero","G1X85A","179.00 €"
"LG 49UH664V 49"" 4K Ultra HD Smart TV  Wi Fi","49UH664V","836.00 €"
"Samsung Gear Fit2  15""  Nero","SMR3600DA","179.00 €"
"Acer Aspire E5-575G-50BV 2.5GHz i5-7200U 15.6"" 1366 x 768Pixel Nero","E5575G50BV","549.00 €"
"NETGEAR D6000-100PES ADSL2+ Wi-Fi Collegamento ethernet LAN Dual-band Nero router","D6000100PES","69.90 €"
"Huawei Nova 5"" 32GB 3GB LTE Dual Sim Oro","NOVAGOLD","379.00 €"
"Sony KD-55XD7005 55"" 4K Ultra HD Smat TV Wi Fi","KD55XD7005BAEP","849.00 €"
"Fitbit BRACC. BLAZE Large Blu","FB502SBULEU","199.00 €"
"Asus VivoBook Max F541NA-GO018T 1.1GHz N3350 15.6"" 1366 x 768Pixel Bianco","F541NAGO018T","349.00 €"
"SITECOM WLM-1000 scheda di rete e adattatore","WLM1000","69.90 €"
"HP ENVY 5544 AiO Ad inchiostro A4 Wi-Fi Nero","K7C89A","69.90 €"
"Trust GXT 638 Console Speaker Set","19755","119.90 €"
"Samsung Galaxy S7 51""  SM-930FZ 32GB 4GB RAM  4G LTE  Rosa  Impermeabile","SMG930FEDA","631.00 €"
"HP OMEN Laptop 15-ax217nl di","15AX217NL","1.399.99 €"
"NETGEAR D1500","D1500100PES","29.90 €"
"Huawei BAND Track Sport Sonno IP68  Bianco","BANDWHITE","69.90 €"
"Asus F555BP-XO004T 2.9GHz A9-9410 15.6"" 1366 x 168Pixel Nero","F555BPXO004T","549.00 €"
"Epson Expression Home XP-342 Ad inchiostro A4 Wi-Fi Nero","C11CF31403","66.90 €"
"Samsung UE40KU6000 40"" Ultra HD Smart TV Wi Fi","UE40KU6000","549.00 €"
"Trust GXT 608 Illuminated 2.0 Speaker Set","21202","59.90 €"
"Samsung Galaxy S7 51""  SM-930FZ 32GB 4GB RAM  4G LTE  Grigio Impermeabile","SMG930FZSA","638.00 €"
"MSI Gaming GE62VR 6RF(Apache Pro)-269IT 2.6GHz i7-6700HQ 15.6"" 1920 x 1080Pixel Nero","GE62VR6RF","1.399.00 €"
"Fitbit ALTA BRACC. FITNESS Small Nero","FB406BKSEU","119.90 €"
"Asus DSL-AC68U","DSLAC68U","159.00 €"
"Epson WorkForce 2750DWF Laser A4 Wi-Fi Nero","C11CF76402","99.90 €"
"Asus ZenBook UX510UX-DM195T 2.7GHz i7-7500U 15.6"" 1920 x 1080Pixel Grigio","UX510UXDM195T","999.00 €"
"LG 43UH664 43"" 4K Ultra HD Smart TV","43UH664V","559.00 €"
"Trust  GXT 628 2.1 Illuminated Speaker Set Limited Edition","20562","99.90 €"
"Tim Galaxy J5 ed 2016 52"" 16GB  2GB RAM LTE Nero TIM","GALAXYJ5TIMNERO771660","169.00 €"
"Fitbit ALTA BRACC. FITNESS Large Nero","FB406BKLEU","99.90 €"
"Asus DSL-N12E ADSL2+ Wi-Fi Collegamento ethernet LAN Nero Grigio router","DSLN12EC1","29.90 €"
"HP ENVY 4520 WiFi","F0V63B","68.90 €"
"LG 55UH664V 55"" Ultra HD  Smart Tv Wi Fi","55UH664V","799.00 €"
"Asus ZenBook UX510UX-DM200T 2.7GHz i7-7500U 15.6"" 1920 x 1080Pixel Grigio","UX510UXDM200T","1.199.00 €"
"Trust GXT 658 Tytan 5.1 Surround Speaker System","21738","129.90 €"
"Tim Galaxy J5 ed 2016 52"" 16GB  2GB RAM LTE Bianco TIM","GALAXYJ5TIMBIANCO771661","199.00 €"
"MSI Gaming GP62 6QF(Leopard Pro)-1636IT 2.6GHz i7-6700HQ 15.6"" 1920 x 1080Pixel Nero","GP626QFLEOPARDPRO1636","1.099.00 €"
"Asus DSL-N14U","DSLN14U","39.90 €"
"Huawei BAND Track Sport Sonno IP68 Nero","BANDBLACK","99.90 €"
"Canon PIXMA MG3650","MG3650NERA","49.90 €"
"Samsung UE49KU5410 49"" Ultra HD Smart TV Wi Fi CURVO","UE49KU6510","829.00 €"
"Trust Tytan 2.1 Subwoofer Speaker Set - white","18789","69.90 €"
"Lenovo IdeaPad 700-15ISK 2.6GHz I7-6700HQ 15.6"" 1920 x 1080Pixel Bianco","70015ISKPN80RU00TPIX","1.399.00 €"
"Huawei Nova Plus 55"" 32GB 3GB  LTE Dual Sim Grey","NOVAPLUSGREY","379.00 €"
"Fitbit BRACC. CHARGE HR Small Prugna","FB405PMSEU","124.90 €"
"Epson EcoTank ET-4500","C11CE90402","349.00 €"
"Asus F556UR-DM366T 2.7GHz i7-7500U 15.6"" 1920 x 1080Pixel Marrone","F556URDM366T","899.00 €"
"Trust GXT 38 2.1 Ultimate Bass Speaker Set","19023","84.90 €"
"Sony KD-49XD7005 49"" 4K Ultra HD Smart TV Wi Fi","KD49XD7005BAEP","699.00 €"
"Huawei Nova Plus 55"" 32GB 3GB  LTE Dual Sim Argento","NOVAPLUSSILVER","379.00 €"
"Fitbit BRACC. BLAZE Small Nero","FB502SBKSEU","179.00 €"
"Asus VivoBook Max F541UA-GQ912T 2GHz i3-6006U 15.6"" 1366 x 768Pixel Bianco","F541UAGQ912T","449.00 €"
"Trust CASSE PC","20442","24.90 €"
"Apple iPhone SE 4.1""   64GB Space Gray","MLM62IPA","549.00 €"
"Samsung UE55KU6100 55"" 4K Ultra HD Smart TV Wi-Fi CURVO","UE55KU6100","799.00 €"
"Canon PIXMA MX495","MX495BK","44.90 €"
"Sony KDL40WE665BAEP  40"" F.HD Smart TV Wi Fi","KDL40WE665BAEP","599.00 €"
"Asus ZenFone 3 ZE520KL 64GB 4GB RAM LTE Black","ZE520KL1A010WW","329.00 €"
"Fitbit BRACC. BLAZE Large Nero","FB502SBKLEU","199.00 €"
"Acer Aspire E5-575G-3020 2GHz i3-6006U 15.6"" 1366 x 768Pixel Nero","E5575G3020","449.00 €"
"Apple iPhone SE 4.1""   64GB Silver","MLM72IPA","549.00 €"
"HP ENVY 5540","G0V53A","59.90 €"
"LOGITECH Z333 Multimedia Speaker System 2.1 80 W (40 W RMS)","980001202","59.90 €"
"Samsung UE55MU6100  55""UHD  Smart TV","UE55MU6100","849.00 €"
"Fitbit BRACC. FLEX ACTIVITY  Nero","FB401BKEU","99.00 €"
"Asus ZenFone 3 ZE520KL 64GB 4GB RAM LTE Bianco","ZE520KL1B011WW","329.00 €"
"Asus F302UA-FN187T 2.3GHz i3-6100U 13.3"" 1366 x 768Pixel Bianco","F302UAFN187T","599.00 €"
"HP Officejet Pro 6830 AiO","E3E02A","129.90 €"
"Apple iPhone SE 4.1""   64GB Gold","MLXP2IPA","569.00 €"
"Samsung UE49M5500 49"" F.HD  Smart TV WiFi Nero","UE49M5500","649.00 €"
"Asus ZenFone 3 Max ZC520TL  32GB 3GB RAM LTE Grey","ZC520TL4H015WW","192.00 €"
"Samsung UE43KU6400 43"" Ultra HDSmart","UE43KU6400","649.00 €"
"Acer Aspire E5-774G-55TJ 2.5GHz i5-7200U 17.3"" 1600 x 900Pixel Nero","E5774G55TJ","899.00 €"
"Epson WorkForce WF-2630WF","C11CE36402","69.90 €"
"Trust Fiesta Plus Bluetooth Wireless Party Speaker - black","20246","199.00 €"
"Vodafone iPhone 5s  4G 16GB Nero - Vodafone","IPHONE5S16GBVODNSPACEGRAY","339.00 €"
"LG 43LJ594V  43""F.HD Smart TV","43LJ594V","449.00 €"
"Samsung UE49KS7000U 49"" 4K Super UHD Smart  Wi-Fi Nero Argento LED TV","UE49KS7000","1.022.00 €"
"Trust Fiesta Go Bluetooth Wireless Party Speaker - black","20369","149.99 €"
"HP ENVY 5640 e-AiO","B9S59A","79.00 €"
"Lenovo IdeaPad 110-15ACL 2.2GHz A8-7410 15.6"" 1366 x 768Pixel Nero","11015ACLPN80TJ00HLIX","449.00 €"
"Asus ZenFone 3 Max ZC520TL  32GB 3GB RAM LTE Argento","ZC520TL4J016WW","192.00 €"
"Garmin BRACC. VIVOSMART HR  TOUCH Blu","0100195500","84.90 €"
"Samsung UE43KU6500 43"" Ultra HD  Smart Curvo","UE43KU6500","719.00 €"
"Sony KDL-65W859CB 65"" Full HD Smart TV Wi Fi Nero","KDL65W859CB","1.399.00 €"
"Trust Remo 2.0","17595","14.99 €"
"Epson WorkForce WF-2510WF","C11CC58302","59.90 €"
"HP 15-ay107nl 2.5GHz i5-7200U 15.6"" 1366 x 768Pixel Argento","15AY107NL","699.00 €"
"Microsoft Wireless Desktop 900","PT300013","54.99 €"
"Garmin BRACC. VIVOSMART HR  TOUCH Blu","0100195502","128.90 €"
"Sony Xperia  XA F3111  5"" 16Gb 2Gb RAM LTE  Black","XPERIAXABLACK","299.00 €"
"Samsung UE65KS8000 65"" Super UHD   Smart","UE65KS8000","2.799.00 €"
"Sony KDL-32WD603 32"" HD Ready Smart TV Wi Fi","KDL32WD603BAEP","329.00 €"
"Trust Tytan 2.1 Subwoofer Speaker Set - black","19019","69.90 €"
"Canon PIXMA MG2550","MG2550","36.90 €"
"Garmin BRACC. VIVOFIT BLU","0100122504","59.90 €"
"Microsoft Wireless Desktop 850","PY900009","39.99 €"
"Sony Xperia  XA F3111  5"" 16Gb 2Gb RAM LTE Lime Gold","XPERIAXALIMEGOLD","297.00 €"
"Samsung UE55KS7000 55"" Super UHD Smart TV","UE55KS7000","1.399.00 €"
"Samsung UE40K5510 40"" Full HD Smart TV","UE40K5510","398.00 €"
"Trust MiLa 2.0 Speaker Set","16697","19.90 €"
"Trust TASTIERA WIRED RESIST.LIQUIDI 1.8MT CLASSICLINE BK","20521","8.99 €"
"LG 43UH661V 43"" 4K Ultra HD Smart","43UH661V","599.00 €"
"HP Pavilion 15-au102nl 2.5GHz i5-7200U 15.6"" 1920 x 1080Pixel Oro Argento","15AU102NL","799.90 €"
"LG 32LH590U 32"" HD Ready Smart TV  Wi Fi","32LH590U","329.00 €"
"LOGITECH Z150","980000815","25.90 €"
"LG Xpower K220 53""  16GB 2GB RAM LTE Titanio","K220AITATN","159.00 €"
"LOGITECH K400 Plus Nera","920007135","44.90 €"
"Electrolux RWF1289EOW 8KG 1200 GIRI CL.A+++","RWF1289EOW","279.00 €"
"HP Pavilion 15-au104nl 2.5GHz i5-7200U 15.6"" 1920 x 1080Pixel Nero Blu","15AU104NL","799.90 €"
"Panasonic TX55DX600E 55"" Ultra HDSmart","TX55DX600E","709.00 €"
"LG 49LH590V 49"" Full HD Smart TV Wi Fi","49LH590V","529.00 €"
